;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
;Start_time, 2018-06-15, 17:42:21.889,2018-06-15 17:42:21.889,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,4084, mv,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,
;Deadband,0, counts,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, T,Date Time
139.789215,-78,2156,-593,-417,-388,-272,12954.738,-240.061,-9457.17,-3333.84,341,126,50,,2018-06-15 17:44:41.678
139.809204,-58,2240,-634,-453,-437,-208,12907.215,-301.061,-9499.349,-3392.779,,,,,2018-06-15 17:44:41.698
139.829193,-110,2127,-665,-381,-445,-100,12874.471,-364.747,-9525.141,-3438.324,,,,,2018-06-15 17:44:41.718
139.849182,-235,1973,-547,-262,-433,-28,12849.568,-431.805,-9536.872,-3490.795,341,126,50,39619,2018-06-15 17:44:41.738
139.869171,-337,1918,-532,-179,-502,-82,12822.921,-508.608,-9541.284,-3565.579,,,,,2018-06-15 17:44:41.758
139.889191,-364,1915,-485,-201,-616,-149,12791.848,-578.633,-9547.367,-3649.25,342,128,51,,2018-06-15 17:44:41.778
139.909149,-394,1916,-456,-181,-554,-198,12763.408,-620.536,-9551.436,-3730.397,,,,,2018-06-15 17:44:41.798
139.929138,-288,1939,-551,-155,-429,-308,12729.068,-650.024,-9559.734,-3820.37,,,,,2018-06-15 17:44:41.818
139.949127,-285,1944,-570,-144,-433,-372,12705.364,-672.417,-9551.004,-3916.036,,,,,2018-06-15 17:44:41.838
139.969116,-301,2008,-586,13,-439,-389,12693.68,-693.487,-9525.115,-4012.129,,,,,2018-06-15 17:44:41.858
139.989105,-362,1968,-601,98,-458,-366,12689.91,-716.56,-9487.615,-4107.713,349,130,67,,2018-06-15 17:44:41.878
140.009094,-316,1957,-575,184,-477,-341,12696.187,-736.414,-9438.032,-4198.036,,,,,2018-06-15 17:44:41.898
140.029114,-351,1973,-657,268,-435,-298,12710.754,-752.614,-9383.849,-4271.899,,,,,2018-06-15 17:44:41.918
140.049103,75,1902,-89,290,-354,-214,12727.315,-761.114,-9335.692,-4326.249,,,,,2018-06-15 17:44:41.938
140.069061,-367,1984,-562,245,-241,-164,12737.748,-764.325,-9305.751,-4359.358,,,,,2018-06-15 17:44:41.958
140.08905,-372,2011,-477,219,-163,-118,12746.201,-764.646,-9285.015,-4378.766,353,136,71,,2018-06-15 17:44:41.978
140.10907,-281,2012,-522,82,-53,-62,12740.699,-762.431,-9288.99,-4386.728,,,,,2018-06-15 17:44:41.998
140.129059,-268,2016,-592,-81,0,-59,12725.991,-763.654,-9306.754,-4391.553,,,,,2018-06-15 17:44:42.018
140.149048,-291,2018,-593,-127,8,-54,12712.817,-764.611,-9323.57,-4393.873,,,,,2018-06-15 17:44:42.038
140.169037,-318,2000,-627,-105,7,-33,12703.012,-768.763,-9334.708,-4397.856,,,,,2018-06-15 17:44:42.058
140.189026,-289,1974,-602,-63,-23,-37,12697.386,-775.946,-9336.952,-4408.065,341,126,50,,2018-06-15 17:44:42.078
140.209015,-292,1949,-613,0,-87,-44,12698.859,-781.277,-9327.141,-4423.625,,,,,2018-06-15 17:44:42.098
140.229004,-364,1982,-597,36,-140,-60,12698.328,-791.989,-9317.148,-4444.254,,,,,2018-06-15 17:44:42.118
140.248993,-401,1993,-573,54,-89,-70,12699.755,-789.451,-9307.652,-4460.497,,,,,2018-06-15 17:44:42.138
140.268982,-358,1961,-568,60,-45,-88,12698.535,-783.204,-9301.926,-4476.986,,,,,2018-06-15 17:44:42.158
140.288971,-280,1973,-606,19,-42,-104,12693.946,-774.955,-9301.408,-4492.482,346,122,47,,2018-06-15 17:44:42.178
140.30899,-328,1954,-605,10,-23,-105,12694.676,-768.745,-9296.21,-4502.236,,,,,2018-06-15 17:44:42.198
140.328979,-408,1975,-561,75,2,-57,12696.014,-760.16,-9292.411,-4507.762,,,,,2018-06-15 17:44:42.218
140.348938,-339,2019,-585,17,27,-66,12690.584,-749.757,-9297.836,-4513.604,346,122,47,39636,2018-06-15 17:44:42.238
140.369018,-271,2013,-533,-31,26,-66,12688.697,-739.021,-9300.052,-4516.115,,,,,2018-06-15 17:44:42.258
140.388946,-297,1953,-640,24,33,-64,12688.792,-735.616,-9297.115,-4522.445,343,124,57,,2018-06-15 17:44:42.278
140.408905,-374,1893,-584,44,-14,-37,12693.456,-733.596,-9288.439,-4527.511,,,,,2018-06-15 17:44:42.298
140.428894,-388,1902,-632,56,-33,-34,12690.397,-735.02,-9284.703,-4543.488,,,,,2018-06-15 17:44:42.318
140.448913,-342,1910,-670,-10,-72,-97,12681.514,-734.772,-9284.744,-4568.179,,,,,2018-06-15 17:44:42.338
140.468902,-344,1976,-668,-56,-98,-146,12663.227,-742.181,-9293.368,-4600.065,,,,,2018-06-15 17:44:42.358
140.488891,-286,1992,-624,-91,-119,-152,12656.25,-747.43,-9285.874,-4633.428,347,113,48,,2018-06-15 17:44:42.378
140.50888,-323,2000,-608,57,-191,-149,12654.01,-762.89,-9267.437,-4673.764,,,,,2018-06-15 17:44:42.398
140.528869,-384,1974,-637,72,-210,-145,12640.929,-779.513,-9266.107,-4708.924,,,,,2018-06-15 17:44:42.418
140.548859,-402,1989,-608,-14,-175,-146,12632.134,-782.735,-9266.036,-4732.075,,,,,2018-06-15 17:44:42.438
140.568848,-409,1964,-669,-11,-73,-105,12624.808,-783.323,-9264.196,-4755.075,,,,,2018-06-15 17:44:42.458
140.588837,-348,1960,-695,-5,-71,-128,12617.22,-779.351,-9263.326,-4777.507,342,118,37,,2018-06-15 17:44:42.478
140.608826,-304,1986,-651,-13,-59,-132,12609.304,-775.575,-9263.743,-4798.17,,,,,2018-06-15 17:44:42.498
140.628845,-290,1922,-610,1,-43,-128,12607.742,-772.349,-9255.603,-4818.459,,,,,2018-06-15 17:44:42.518
140.648804,-311,1974,-663,60,-82,-99,12601.391,-779.487,-9250.754,-4843.174,,,,,2018-06-15 17:44:42.538
140.668793,-356,1966,-620,8,-147,-136,12589.557,-787.643,-9250.651,-4872.737,,,,,2018-06-15 17:44:42.558
140.688812,-384,1933,-526,-38,-130,-135,12573.677,-798.268,-9254.174,-4905.214,348,114,45,,2018-06-15 17:44:42.578
140.708771,-418,1980,-655,-35,-172,-174,12557.353,-808.111,-9252.252,-4948.849,,,,,2018-06-15 17:44:42.598
140.72879,-411,1969,-633,-61,-190,-203,12536.097,-817.151,-9260.166,-4986.31,,,,,2018-06-15 17:44:42.618
140.748779,-385,1970,-702,-96,-133,-175,12527.12,-810.876,-9253.577,-5021.999,,,,,2018-06-15 17:44:42.638
140.768768,-418,1885,-551,22,-73,-215,12525.389,-789.417,-9242.369,-5050.295,,,,,2018-06-15 17:44:42.658
140.788757,-425,1932,-628,135,6,-185,12532.789,-760.318,-9225.389,-5067.42,341,119,38,,2018-06-15 17:44:42.678
140.808746,-458,1904,-657,269,55,-141,12553.932,-717.68,-9199.967,-5067.519,,,,,2018-06-15 17:44:42.698
140.828857,-434,1943,-642,253,183,-79,12577.548,-667.662,-9179.677,-5052.571,,,,,2018-06-15 17:44:42.718
140.848724,-433,1947,-661,264,271,-37,12609.072,-617.578,-9156.795,-5021.796,341,119,38,39625,2018-06-15 17:44:42.738
140.868713,-88,1753,242,299,291,57,12636.405,-574.984,-9142.316,-4984.39,,,,,2018-06-15 17:44:42.758
140.888702,-305,1981,-612,190,345,72,12647.208,-530.114,-9153.824,-4940.652,335,120,39,,2018-06-15 17:44:42.778
140.908691,-315,1958,-639,125,271,36,12658.08,-500.915,-9156.983,-4909.908,,,,,2018-06-15 17:44:42.798
140.92868,-348,2023,-642,55,203,47,12664.141,-486.83,-9163.418,-4883.619,,,,,2018-06-15 17:44:42.818
140.9487,-466,1904,-714,-13,140,88,12673.36,-478.806,-9169.417,-4849.115,,,,,2018-06-15 17:44:42.838
140.968658,-411,1890,-726,66,161,154,12686.433,-479.477,-9168.74,-4816.031,,,,,2018-06-15 17:44:42.858
140.988647,-518,1891,-686,-29,124,159,12696.167,-466.795,-9177.62,-4774.534,328,106,34,,2018-06-15 17:44:42.878
141.008667,-492,1938,-668,41,207,132,12703.693,-450.259,-9185.178,-4741.452,,,,,2018-06-15 17:44:42.898
141.028656,-430,1983,-694,35,213,83,12708.783,-427.249,-9194.461,-4711.86,,,,,2018-06-15 17:44:42.918
141.048645,-339,2011,-631,-11,208,50,12711.243,-404.945,-9204.308,-4687.908,,,,,2018-06-15 17:44:42.938
141.068634,-356,1944,-638,11,179,19,12719.785,-387.974,-9203.748,-4667.228,,,,,2018-06-15 17:44:42.958
141.088623,-417,1897,-647,91,130,57,12736.324,-375.337,-9193.234,-4643.819,342,106,48,,2018-06-15 17:44:42.978
141.108612,-435,1864,-691,139,112,95,12760.821,-361.477,-9174.754,-4614.121,,,,,2018-06-15 17:44:42.998
141.128601,-444,1886,-676,225,141,146,12799.694,-343.258,-9139.711,-4577.24,,,,,2018-06-15 17:44:43.018
141.14859,-387,1996,-704,330,150,161,12834.891,-326.78,-9111.66,-4535.624,,,,,2018-06-15 17:44:43.038
141.168579,-448,2056,-885,251,181,218,12879.85,-297.615,-9079.687,-4473.881,,,,,2018-06-15 17:44:43.058
141.188568,-409,1940,-670,324,356,253,12928.363,-270.691,-9041.74,-4412.089,335,106,48,,2018-06-15 17:44:43.078
141.208557,-362,1917,-694,374,249,273,12973.908,-249.47,-9004.139,-4356.189,,,,,2018-06-15 17:44:43.098
141.228546,-315,1919,-772,324,201,240,13012.248,-234.182,-8972.072,-4308.586,,,,,2018-06-15 17:44:43.118
141.248535,-312,1965,-757,279,156,207,13047.334,-230.058,-8938.408,-4272.519,,,,,2018-06-15 17:44:43.138
141.268524,-248,1973,-741,269,44,187,13078.442,-232.52,-8902.584,-4252.024,,,,,2018-06-15 17:44:43.158
141.288544,-304,1901,-841,257,-43,115,13106.259,-241.623,-8865.164,-4244.044,325,111,44,,2018-06-15 17:44:43.178
141.308533,-302,1918,-821,219,-89,97,13126.962,-259.496,-8834.865,-4242.183,,,,,2018-06-15 17:44:43.198
141.328491,-283,1936,-794,171,-77,79,13144.281,-278.391,-8809.528,-4240.05,,,,,2018-06-15 17:44:43.217
141.348511,-387,1913,-828,138,-98,86,13161.223,-286.108,-8788.566,-4230.472,,,,,2018-06-15 17:44:43.238
141.368469,-389,1926,-751,136,-1,79,13174.68,-281.154,-8774.761,-4217.554,325,111,44,39591,2018-06-15 17:44:43.257
141.388489,-285,1937,-834,86,59,45,13178.938,-275.261,-8774.871,-4204.391,331,100,33,,2018-06-15 17:44:43.277
141.408478,-301,1893,-824,-3,69,44,13183.567,-264.502,-8777.738,-4184.537,,,,,2018-06-15 17:44:43.297
141.428467,-297,1904,-821,30,130,58,13190.287,-255.012,-8776.486,-4166.539,,,,,2018-06-15 17:44:43.317
141.448456,-297,1936,-770,40,101,49,13193.644,-248.891,-8779.769,-4149.324,,,,,2018-06-15 17:44:43.337
141.468445,-319,1933,-750,-13,81,62,13195.563,-246.344,-8786.835,-4128.363,,,,,2018-06-15 17:44:43.357
141.488434,-346,1923,-706,-19,99,88,13195.902,-239.102,-8796.335,-4107.423,335,99,30,,2018-06-15 17:44:43.377
141.508423,-350,1914,-815,-31,113,50,13191.999,-230.752,-8809.629,-4091.918,,,,,2018-06-15 17:44:43.397
141.528412,-300,1909,-812,-73,114,16,13185.357,-216.093,-8824.966,-4081.062,,,,,2018-06-15 17:44:43.417
141.548401,-276,1925,-783,-60,102,-31,13178.666,-209.956,-8835.282,-4080.675,,,,,2018-06-15 17:44:43.437
141.56839,-291,1937,-773,-57,24,-46,13168.923,-207.287,-8847.275,-4086.275,,,,,2018-06-15 17:44:43.457
141.58847,-300,1946,-721,-98,11,-74,13153.015,-205.314,-8865.819,-4097.406,330,94,27,,2018-06-15 17:44:43.477
141.608368,-338,1907,-743,-121,-1,-96,13137.398,-205.528,-8883.434,-4109.326,,,,,2018-06-15 17:44:43.497
141.628357,-295,1926,-785,-152,-29,-86,13117.324,-211.025,-8906.122,-4124.041,,,,,2018-06-15 17:44:43.517
141.648346,-366,1925,-759,-158,-40,-88,13104.903,-211.651,-8918.832,-4136.011,,,,,2018-06-15 17:44:43.537
141.668335,-284,1920,-726,-57,-19,-81,13097.82,-211.68,-8923.969,-4147.352,,,,,2018-06-15 17:44:43.557
141.688324,-296,1945,-674,-29,-28,-58,13097.534,-214.897,-8921.569,-4153.248,340,86,27,,2018-06-15 17:44:43.577
141.708313,-360,1909,-712,33,-31,-16,13103.312,-221.076,-8911.44,-4156.441,,,,,2018-06-15 17:44:43.597
141.728332,-400,1879,-791,71,-69,13,13114.082,-223.594,-8896.097,-4155.207,,,,,2018-06-15 17:44:43.617
141.748321,-344,1878,-767,136,0,34,13130.27,-223.447,-8876.168,-4146.703,,,,,2018-06-15 17:44:43.637
141.76831,-308,1940,-770,145,0,77,13153.15,-222.661,-8851.378,-4127.179,,,,,2018-06-15 17:44:43.657
141.788299,-251,1994,-805,223,58,130,13180.545,-211.037,-8823.872,-4099.197,339,105,50,,2018-06-15 17:44:43.677
141.808288,-350,1904,-767,249,102,106,13206.657,-199.317,-8797.129,-4073.138,,,,,2018-06-15 17:44:43.697
141.828277,-290,1962,-803,194,106,112,13221.011,-193.578,-8781.876,-4059.74,,,,,2018-06-15 17:44:43.717
141.848266,-220,1956,-787,71,13,0,13214.917,-197.9,-8782.892,-4077.136,,,,,2018-06-15 17:44:43.737
141.868255,-286,1853,-758,-61,-157,-116,13203.913,-221.608,-8783.725,-4109.645,339,105,50,39630,2018-06-15 17:44:43.757
141.888244,-299,1995,-846,-69,-237,-70,13184.624,-258.736,-8796.299,-4142.379,326,109,40,,2018-06-15 17:44:43.777
141.908264,-370,1965,-793,-245,-192,-118,13151.59,-268.87,-8826.227,-4182.887,,,,,2018-06-15 17:44:43.797
141.928223,-297,1998,-651,-204,-140,-246,13125.484,-290.717,-8835.712,-4242.969,,,,,2018-06-15 17:44:43.817
141.948212,-314,2022,-613,-150,-304,-249,13101.192,-293.992,-8852.479,-4282.683,,,,,2018-06-15 17:44:43.837
141.968201,-379,1870,-761,-121,96,-211,13079.405,-268.786,-8887.336,-4278.739,,,,,2018-06-15 17:44:43.857
141.98822,-490,1952,-763,-231,120,-27,13056.516,-259.507,-8938.8,-4241.855,329,122,31,,2018-06-15 17:44:43.877
142.008209,-385,2056,-795,-339,365,159,13012.492,-240.938,-9036.223,-4171.221,,,,,2018-06-15 17:44:43.897
142.028198,-336,2091,-820,-712,426,203,12946.333,-253.71,-9161.477,-4102.543,,,,,2018-06-15 17:44:43.917
142.048187,-222,2055,-696,-837,228,260,12876.151,-298.271,-9281.028,-4051.385,,,,,2018-06-15 17:44:43.937
142.068176,-281,1992,-661,-884,94,268,12807.126,-337.737,-9397.453,-3998.345,,,,,2018-06-15 17:44:43.957
142.088165,-330,1914,-652,-780,175,207,12729.285,-374.301,-9519.037,-3955.829,333,101,37,,2018-06-15 17:44:43.977
142.108154,-301,1812,-370,-925,169,174,12632.487,-452.457,-9650.079,-3940.425,,,,,2018-06-15 17:44:43.997
142.128143,-320,2109,-632,-1096,-289,161,12516.384,-504.473,-9809.161,-3911.703,,,,,2018-06-15 17:44:44.017
142.148132,-374,2013,-606,-1174,239,112,12412.504,-531.744,-9962.245,-3851.767,,,,,2018-06-15 17:44:44.037
142.168121,-540,2116,-373,-985,361,181,12323.581,-520.015,-10100.594,-3777.88,,,,,2018-06-15 17:44:44.057
142.18811,-402,2145,-290,-965,427,99,12221.686,-532.826,-10236.759,-3740.411,336,124,66,,2018-06-15 17:44:44.077
142.208099,-276,2032,-192,-913,153,6,12128.489,-551.953,-10349.125,-3731.775,,,,,2018-06-15 17:44:44.097
142.228088,-212,2057,-266,-791,88,-49,12038.279,-570.747,-10455.777,-3723.74,,,,,2018-06-15 17:44:44.117
142.248077,-183,1940,-159,-770,61,-52,11961.105,-575.048,-10552.316,-3699.37,,,,,2018-06-15 17:44:44.137
142.268097,-194,1920,-217,-633,288,15,11885.049,-587.595,-10651.934,-3656.784,,,,,2018-06-15 17:44:44.157
142.288055,-417,1981,-407,-790,107,172,11815.542,-617.573,-10743.123,-3610.029,341,148,99,,2018-06-15 17:44:44.177
142.308075,-302,2104,-271,-594,295,176,11770.123,-622.575,-10810.431,-3556.209,,,,,2018-06-15 17:44:44.197
142.328064,-341,2023,22,-355,257,176,11755.537,-624.622,-10843.955,-3501.61,,,,,2018-06-15 17:44:44.217
142.348053,-351,1885,249,-145,147,225,11753.539,-625.993,-10868.587,-3430.99,,,,,2018-06-15 17:44:44.237
142.368042,-366,1958,-237,-74,484,276,11721.882,-574.873,-10938.851,-3323.247,341,148,99,39636,2018-06-15 17:44:44.257
142.388031,-209,1953,-539,-547,640,88,11679.16,-540.897,-11009.443,-3245.343,323,157,135,,2018-06-15 17:44:44.277
142.40802,-24,1990,-275,-337,489,101,11680.137,-520.757,-11019.758,-3209.919,,,,,2018-06-15 17:44:44.297
142.428009,253,2163,-289,141,1,-32,11696.685,-559.821,-10984.854,-3262.296,,,,,2018-06-15 17:44:44.317
142.447998,500,2402,-494,136,-663,-52,11735.649,-643.862,-10919.531,-3325.544,,,,,2018-06-15 17:44:44.337
142.467987,5,2143,584,521,-473,194,11821.22,-675.8,-10837.474,-3284.3,,,,,2018-06-15 17:44:44.357
142.487976,-384,1962,-196,508,192,466,11848.951,-700.867,-10839.58,-3170.187,331,168,152,,2018-06-15 17:44:44.377
142.507965,-989,1829,-145,-91,366,666,11872.439,-713.6,-10849.759,-3042.06,,,,,2018-06-15 17:44:44.397
142.527954,-400,2058,-193,15,385,504,11863.402,-739.06,-10866.352,-3011.859,,,,,2018-06-15 17:44:44.417
142.547943,-148,2248,32,-187,-74,84,11832.375,-754.637,-10897.318,-3018.166,,,,,2018-06-15 17:44:44.437
142.567932,-120,2166,-402,-336,-82,-40,11768.103,-788.436,-10963.048,-3022.767,,,,,2018-06-15 17:44:44.457
142.587921,-126,2150,111,-605,-1,95,11727.63,-794.916,-11020.542,-2968.819,324,175,152,,2018-06-15 17:44:44.477
142.60791,472,2865,-184,-372,228,258,11691.315,-780.084,-11105.344,-2794.887,,,,,2018-06-15 17:44:44.497
142.62793,-31,2330,-378,-597,1351,776,11717.23,-730.253,-11171.632,-2409.009,,,,,2018-06-15 17:44:44.517
142.647888,-97,2053,-127,145,1770,1603,11800.865,-804.622,-11144.556,-2080.016,,,,,2018-06-15 17:44:44.537
142.667908,-319,2023,-60,196,613,1754,11864.786,-960.07,-11113.461,-1797.642,,,,,2018-06-15 17:44:44.557
142.687866,-372,2026,119,170,370,1837,11889.111,-1163.044,-11102.743,-1568.722,334,172,162,,2018-06-15 17:44:44.577
142.707886,511,2512,-330,-196,-150,1720,11845.979,-1436.623,-11136.754,-1420.22,,,,,2018-06-15 17:44:44.597
142.727844,591,2732,10,-605,-750,1646,11809.573,-1761.138,-11147.687,-1263.676,,,,,2018-06-15 17:44:44.617
142.747864,70,2047,496,-421,-703,2028,11743.497,-2048.751,-11194.232,-1008.719,,,,,2018-06-15 17:44:44.637
142.767853,580,1432,21,-1018,105,2108,11565.402,-2286.184,-11356.029,-700.617,,,,,2018-06-15 17:44:44.657
142.787842,-169,1375,355,-1887,166,2018,11341.213,-2523.697,-11546.029,-363.986,351,182,164,,2018-06-15 17:44:44.677
142.807892,2514,2205,130,-1920,-52,1972,11018.696,-2789.981,-11797.48,-243.413,,,,,2018-06-15 17:44:44.697
142.82782,104,3636,-1311,-3182,-566,1305,10712.501,-2978.697,-12028.757,337.789,,,,,2018-06-15 17:44:44.717
142.847809,1089,2213,-135,-1800,1934,3251,10861.847,-3294.578,-11790.418,766.486,,,,,2018-06-15 17:44:44.737
142.867828,567,1666,519,2097,401,3246,11090.047,-3690.918,-11425.907,1127.855,351,182,164,39636,2018-06-15 17:44:44.757
142.887787,1431,2143,614,1584,89,3250,11078.281,-4172.823,-11244.369,1363.383,388,191,182,,2018-06-15 17:44:44.777
142.907776,855,1995,626,-9,-1066,3060,10965.785,-4562.839,-11164.313,1650.94,,,,,2018-06-15 17:44:44.797
142.927765,881,2148,528,-383,-411,2533,10857.504,-4862.308,-11104.284,1898.124,,,,,2018-06-15 17:44:44.817
142.947754,648,2023,333,-503,-402,2180,10658.07,-5229.544,-11093.112,2106.112,,,,,2018-06-15 17:44:44.837
142.967804,358,1643,538,-985,-1168,2592,10381.658,-5700.795,-11078.269,2330.128,,,,,2018-06-15 17:44:44.857
142.987732,149,1584,792,-1172,-1365,3086,10085.378,-6087.794,-11079.783,2626.356,,,,,2018-06-15 17:44:44.877
143.007751,1056,1984,293,-1560,-296,2593,9853.712,-6266.811,-11090.71,3010.487,483,225,256,,2018-06-15 17:44:44.897
143.02774,763,1359,552,-1740,310,2132,9514.408,-6551.601,-11138.996,3303.145,,,,,2018-06-15 17:44:44.917
143.047729,889,1231,992,-1896,-1310,2340,9101.325,-6789.754,-11278.775,3505.68,,,,,2018-06-15 17:44:44.937
143.067718,857,1188,434,-2540,-530,1597,8746.118,-6759.437,-11437.493,3928.689,,,,,2018-06-15 17:44:44.957
143.087707,1092,926,-106,-3144,1229,1122,8381.778,-6635.408,-11599.232,4428.363,,,,,2018-06-15 17:44:44.977
143.107696,1479,713,-608,-3351,1253,1172,7984.087,-6528.82,-11750.338,4898.352,580,191,256,,2018-06-15 17:44:44.997
143.127685,1673,130,-711,-3238,904,1323,7601.495,-6536.298,-11840.888,5265.251,,,,,2018-06-15 17:44:45.017
143.147674,1464,-410,-643,-2317,65,1569,7259.297,-6635.583,-11887.793,5512.481,,,,,2018-06-15 17:44:45.037
143.167694,1237,-394,-415,-1765,-314,1515,6924.119,-6737.593,-11956.006,5670.165,,,,,2018-06-15 17:44:45.057
143.187652,1493,-36,-516,-1784,-703,1168,6531.779,-6819.664,-12099.607,5732.625,,,,,2018-06-15 17:44:45.077
143.207641,2192,175,-667,-2033,-1547,747,6059.429,-6967.98,-12321.066,5599.76,651,151,304,,2018-06-15 17:44:45.097
143.22763,2269,31,-288,-1763,-3191,759,5493.37,-7269.175,-12572.548,5229.575,,,,,2018-06-15 17:44:45.117
143.247619,2207,77,688,-1291,-4677,1129,4998.158,-7613.21,-12743.565,4805.667,,,,,2018-06-15 17:44:45.137
143.267609,1788,-53,1397,-532,-3668,1198,4750.291,-7927.262,-12732.663,4572.525,,,,,2018-06-15 17:44:45.157
143.287598,1879,-414,1755,457,-1205,1578,4754.37,-8205.781,-12555.016,4568.163,,,,,2018-06-15 17:44:45.177
143.307617,1427,-272,2010,771,-1,1667,4738.708,-8405.534,-12386.152,4680.844,698,96,375,,2018-06-15 17:44:45.197
143.327576,1220,-310,2649,-53,281,1561,4555.657,-8568.671,-12313.031,4759.051,,,,,2018-06-15 17:44:45.217
143.347595,1552,9,2504,-1110,-685,1130,4194.199,-8559.563,-12381.357,4927.474,,,,,2018-06-15 17:44:45.237
143.367584,1246,130,2136,-2765,173,374,3900.953,-8373.365,-12401.842,5412.86,698,96,375,39619,2018-06-15 17:44:45.257
143.387573,899,-14,1642,-3118,2330,373,3735.354,-8130.892,-12289.485,6110.622,,,,,2018-06-15 17:44:45.277
143.407562,879,-44,1379,-3104,3422,641,3614.151,-7884.695,-12093.321,6852.482,684,38,478,,2018-06-15 17:44:45.297
143.427551,661,-154,1109,-2748,3614,757,3515.244,-7665.052,-11840.189,7558.795,,,,,2018-06-15 17:44:45.317
143.44754,1076,-618,462,-2485,3589,969,3389.947,-7505.599,-11593.389,8136.522,,,,,2018-06-15 17:44:45.337
143.467529,1433,-802,280,-1937,2379,1068,3246.461,-7468.808,-11418.978,8468.752,,,,,2018-06-15 17:44:45.357
143.487518,2134,-1194,887,-1058,705,1051,2938.864,-7491.11,-11500.569,8450.958,,,,,2018-06-15 17:44:45.377
143.507507,2079,-523,1015,-1415,-1925,554,2564.929,-7385.915,-11677.413,8422.758,692,-7,514,,2018-06-15 17:44:45.397
143.527496,2101,-391,660,-2131,-990,-91,2387.24,-7166.468,-11705.051,8623.806,,,,,2018-06-15 17:44:45.416
143.547485,1730,-457,521,-1631,1455,-295,2465.203,-6957.863,-11506.409,9030.443,,,,,2018-06-15 17:44:45.436
143.567505,1329,-294,418,-984,3072,-293,2591.616,-6740.274,-11272.04,9446.098,,,,,2018-06-15 17:44:45.457
143.587463,1438,-386,228,-1014,2616,-357,2626.286,-6521.755,-11156.855,9722.62,,,,,2018-06-15 17:44:45.476
143.607452,1782,-421,18,-1291,1116,-579,2502.903,-6226.951,-11294.777,9788.973,766,-71,431,,2018-06-15 17:44:45.496
143.627441,2328,-385,451,-2031,-1038,-1222,2286.646,-5852.298,-11653.334,9651.792,,,,,2018-06-15 17:44:45.516
143.647461,2481,-329,898,-2132,-2232,-1834,2156.965,-5464.709,-11975.961,9512.951,,,,,2018-06-15 17:44:45.536
143.667419,2330,-617,580,-1527,-859,-1861,2231.324,-5139.57,-12030.565,9607.65,,,,,2018-06-15 17:44:45.556
143.687439,2181,-847,98,-694,1306,-1534,2410.536,-4862.304,-11938.529,9821.114,,,,,2018-06-15 17:44:45.576
143.707428,2145,-934,-107,-419,1670,-1478,2549.341,-4585.908,-11957.189,9896.027,766,-100,429,,2018-06-15 17:44:45.596
143.727386,2335,-756,148,-623,-34,-1722,2583.849,-4306.46,-12207.806,9704.794,,,,,2018-06-15 17:44:45.616
143.747406,2606,-598,574,-768,-2138,-1979,2567.612,-4054.943,-12597.37,9311.633,,,,,2018-06-15 17:44:45.636
143.767395,2718,-583,966,-595,-3014,-1947,2555.785,-3847.659,-12966.08,8887.052,,,,,2018-06-15 17:44:45.656
143.787384,2755,-560,1313,-353,-2751,-1683,2568.637,-3700.575,-13241.984,8531.889,,,,,2018-06-15 17:44:45.676
143.807373,2707,-554,1379,-61,-2057,-1230,2600.322,-3612.428,-13413.557,8288.584,794,-94,482,,2018-06-15 17:44:45.696
143.827362,2019,-423,2009,111,-1178,-782,2648.242,-3595.123,-13479.656,8172.894,,,,,2018-06-15 17:44:45.716
143.847351,-1662,-923,-794,337,-457,-235,2215.959,-3674.482,-13748.542,7810.295,,,,,2018-06-15 17:44:45.736
143.86734,881,863,1130,-2893,-6261,1833,1681.18,-3565.247,-14485.243,6563.21,794,-94,482,39650,2018-06-15 17:44:45.756
143.887329,3646,1004,842,-2294,-8798,-1497,1295.459,-3360.919,-15075.483,5309.54,,,,,2018-06-15 17:44:45.776
143.907318,2134,-459,2383,-125,-7381,-984,1331.641,-3509.334,-15271.577,4596.269,897,-85,618,,2018-06-15 17:44:45.796
143.927307,2167,-760,1930,1416,-2299,482,1445.66,-3592.276,-15274.609,4486.353,,,,,2018-06-15 17:44:45.816
143.947296,2196,-41,1939,494,299,-95,1543.618,-3471.178,-15188.695,4827.747,,,,,2018-06-15 17:44:45.836
143.967285,1612,353,1536,-129,3462,-664,1790.438,-3469.833,-14879.745,5637.659,,,,,2018-06-15 17:44:45.856
143.987305,1490,-472,651,1065,5607,1136,2135.414,-3684.05,-14418.1,6513.186,,,,,2018-06-15 17:44:45.876
144.007263,1701,-653,1261,1136,5910,1403,2088.317,-3768.599,-14117.782,7110.573,768,-8,730,,2018-06-15 17:44:45.896
144.027344,3145,-81,752,-1380,1467,1202,1728.078,-3736.063,-14075.674,7305.233,,,,,2018-06-15 17:44:45.916
