;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
;Start_time, 2018-06-15, 17:42:21.889,2018-06-15 17:42:21.889,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,4084, mv,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,
;Deadband,0, counts,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, T,Date Time
75.598755,-45,1254,1611,-20,-45,-3,4646.602,-3838.685,-15069.639,-2239.419,,,,,2018-06-15 17:43:37.488
75.618744,17,1235,1613,-42,-31,-13,4638.683,-3838.891,-15071.838,-2240.685,454,149,483,,2018-06-15 17:43:37.508
75.638733,55,1237,1681,-47,-21,-14,4630.715,-3842.477,-15073.35,-2240.847,,,,,2018-06-15 17:43:37.528
75.658722,41,1257,1683,-53,-32,15,4620.1,-3852.27,-15074.014,-2241.479,,,,,2018-06-15 17:43:37.548
75.678711,35,1227,1696,-79,-52,41,4604.14,-3865.551,-15075.472,-2241.645,,,,,2018-06-15 17:43:37.568
75.6987,56,1207,1681,-110,-58,51,4585.91,-3879.964,-15076.879,-2244.651,,,,,2018-06-15 17:43:37.588
75.718689,39,1179,1571,-103,-78,42,4568.51,-3893.294,-15077.902,-2250.172,450,136,482,,2018-06-15 17:43:37.608
75.738739,37,1209,1584,-92,-95,33,4558.754,-3905.355,-15076.196,-2260.471,,,,,2018-06-15 17:43:37.628
75.758667,79,1222,1584,-20,-103,34,4558.178,-3916.807,-15071.246,-2274.777,,,,,2018-06-15 17:43:37.648
75.778656,70,1251,1627,29,-110,39,4563.413,-3930.324,-15063.737,-2290.652,,,,,2018-06-15 17:43:37.668
75.798645,-15,1265,1654,54,-119,58,4570.609,-3946.58,-15054.626,-2308.184,,,,,2018-06-15 17:43:37.688
75.818634,-16,1281,1685,59,-126,67,4574.973,-3960.798,-15047.157,-2323.83,455,148,484,,2018-06-15 17:43:37.708
75.838623,-4,1240,1663,26,-100,49,4571.782,-3970.586,-15044.156,-2332.822,455,148,484,39400,2018-06-15 17:43:37.728
75.858612,18,1218,1657,-30,-62,24,4564.378,-3977.402,-15044.181,-2335.545,,,,,2018-06-15 17:43:37.748
75.878631,3,1202,1547,-49,-39,15,4558.393,-3982.193,-15044.512,-2336.935,,,,,2018-06-15 17:43:37.768
75.89862,-7,1202,1541,-27,-34,7,4559.429,-3983.668,-15042.992,-2342.179,,,,,2018-06-15 17:43:37.788
75.918609,-1,1275,1591,35,-41,-11,4569.85,-3982.424,-15038.621,-2352.038,454,147,492,,2018-06-15 17:43:37.808
75.938599,-9,1308,1648,87,-54,-17,4582.263,-3980.758,-15033.318,-2364.575,,,,,2018-06-15 17:43:37.828
75.958557,-2,1269,1664,79,-63,-18,4588.408,-3980.474,-15029.686,-2376.198,,,,,2018-06-15 17:43:37.848
75.978577,-55,1295,1646,29,-65,-17,4586.404,-3980.508,-15028.874,-2385.124,,,,,2018-06-15 17:43:37.868
75.998566,-39,1293,1638,-17,-57,-24,4578.565,-3980.233,-15030.461,-2390.643,,,,,2018-06-15 17:43:37.888
76.018555,5,1266,1618,-55,-38,-24,4566.417,-3980.64,-15033.899,-2391.577,452,151,486,,2018-06-15 17:43:37.908
76.038544,-15,1230,1543,-79,-22,-18,4554.046,-3982.343,-15037.662,-2388.673,,,,,2018-06-15 17:43:37.928
76.058533,-42,1221,1591,-76,-3,-5,4547.357,-3984.511,-15039.955,-2383.363,,,,,2018-06-15 17:43:37.948
76.078522,-65,1248,1603,-40,12,5,4546.504,-3984.484,-15041.192,-2377.219,,,,,2018-06-15 17:43:37.968
76.098511,-43,1254,1632,-4,29,0,4550.542,-3982.013,-15041.748,-2370.106,,,,,2018-06-15 17:43:37.988
76.1185,14,1297,1618,14,44,-6,4556.443,-3980.783,-15041.717,-2361.013,441,149,481,,2018-06-15 17:43:38.008
76.138489,13,1260,1659,14,49,14,4561.71,-3984.125,-15040.787,-2351.11,,,,,2018-06-15 17:43:38.027
76.158508,0,1270,1620,2,36,41,4564.752,-3992.211,-15038.997,-2342.92,,,,,2018-06-15 17:43:38.048
76.178497,39,1259,1644,-4,12,58,4566.879,-4004.893,-15035.839,-2337.398,,,,,2018-06-15 17:43:38.067
76.198486,72,1215,1668,-10,-11,83,4566.938,-4024.093,-15031.161,-2334.387,,,,,2018-06-15 17:43:38.087
76.218475,86,1226,1634,-19,-45,117,4564.882,-4050.08,-15024.602,-2335.694,441,140,483,,2018-06-15 17:43:38.107
76.238464,63,1220,1613,-20,-77,145,4564.86,-4081.504,-15015.549,-2339.253,,,,,2018-06-15 17:43:38.127
76.258453,-41,1211,1629,-5,-99,174,4568.099,-4114.725,-15004.196,-2347.563,,,,,2018-06-15 17:43:38.147
76.278412,-75,1250,1615,30,-115,163,4574.802,-4139.052,-14993.45,-2360.367,,,,,2018-06-15 17:43:38.167
76.298431,7,1272,1689,60,-105,93,4586.386,-4150.661,-14984.951,-2371.448,,,,,2018-06-15 17:43:38.187
76.31839,46,1238,1718,85,-55,45,4597.531,-4157.372,-14978.838,-2376.721,450,146,486,,2018-06-15 17:43:38.207
76.338379,64,1213,1706,55,-30,38,4604.129,-4165.662,-14974.593,-2376.185,450,146,486,39421,2018-06-15 17:43:38.227
76.358398,55,1204,1653,21,-8,53,4609.622,-4176.737,-14970.551,-2371.559,,,,,2018-06-15 17:43:38.247
76.378387,46,1188,1672,22,2,75,4617.765,-4189.466,-14965.392,-2365.82,,,,,2018-06-15 17:43:38.267
76.398376,39,1168,1650,39,4,84,4629.806,-4201.262,-14958.933,-2362.209,,,,,2018-06-15 17:43:38.287
76.418365,91,1203,1632,71,-1,77,4648.299,-4211.484,-14950.169,-2363.173,452,148,496,,2018-06-15 17:43:38.307
76.438354,137,1247,1651,127,-21,69,4675.02,-4224.125,-14937.179,-2370.038,,,,,2018-06-15 17:43:38.327
76.458343,142,1232,1605,167,-56,99,4702.208,-4245.628,-14920.514,-2382.765,,,,,2018-06-15 17:43:38.347
76.478332,114,1233,1585,164,-109,146,4729.44,-4277.394,-14899.649,-2402.536,,,,,2018-06-15 17:43:38.367
76.498321,106,1237,1642,189,-165,192,4759.253,-4317.399,-14874.195,-2429.678,,,,,2018-06-15 17:43:38.387
76.51831,62,1277,1659,204,-215,229,4785.805,-4365.622,-14846.269,-2461.937,458,152,481,,2018-06-15 17:43:38.407
76.538299,19,1277,1640,182,-263,264,4806.943,-4421.088,-14816.616,-2500.121,,,,,2018-06-15 17:43:38.427
76.558288,-13,1278,1614,160,-311,288,4823.956,-4481.706,-14785.596,-2542.705,,,,,2018-06-15 17:43:38.447
76.578277,46,1245,1594,151,-342,307,4840.459,-4548.354,-14751.723,-2589.312,,,,,2018-06-15 17:43:38.467
76.598297,72,1257,1534,156,-381,342,4855.919,-4625.188,-14713.684,-2640.191,,,,,2018-06-15 17:43:38.487
76.618255,63,1287,1564,156,-436,400,4871.836,-4715.831,-14668.985,-2698.606,462,148,472,,2018-06-15 17:43:38.507
76.638275,19,1276,1616,173,-507,472,4887.465,-4819.339,-14617.659,-2765.164,,,,,2018-06-15 17:43:38.527
76.658264,-32,1263,1586,182,-572,527,4901.499,-4931.023,-14561.928,-2836.547,,,,,2018-06-15 17:43:38.547
76.678253,-70,1282,1581,178,-607,556,4915.873,-5044.683,-14503.361,-2910.896,,,,,2018-06-15 17:43:38.567
76.698242,-31,1301,1531,197,-615,563,4933.195,-5157.951,-14442.39,-2985.285,,,,,2018-06-15 17:43:38.587
76.718231,-54,1299,1503,223,-608,569,4956.575,-5270.805,-14377.859,-3059.997,458,154,488,,2018-06-15 17:43:38.607
76.73822,-23,1353,1477,259,-602,576,4988.423,-5381.124,-14309.493,-3135.757,,,,,2018-06-15 17:43:38.627
76.758209,27,1397,1467,321,-590,577,5028.228,-5490.15,-14237.324,-3210.797,,,,,2018-06-15 17:43:38.647
76.778198,11,1440,1445,358,-575,593,5072.751,-5602.492,-14160.899,-3283.848,,,,,2018-06-15 17:43:38.667
76.798187,-74,1443,1445,368,-570,634,5116.596,-5719.333,-14081.582,-3354.719,,,,,2018-06-15 17:43:38.687
76.818176,-149,1416,1418,351,-569,653,5156.949,-5834.713,-14002.703,-3423.701,474,148,475,,2018-06-15 17:43:38.707
76.838165,-226,1414,1448,337,-558,632,5194.569,-5942.437,-13926.458,-3491.862,474,148,475,39410,2018-06-15 17:43:38.727
76.858154,-114,1502,1433,324,-536,579,5226.713,-6039.457,-13856.187,-3556.393,,,,,2018-06-15 17:43:38.747
76.878143,-9,1511,1460,281,-485,522,5254.528,-6133.925,-13790.328,-3609.315,,,,,2018-06-15 17:43:38.767
76.898132,-16,1453,1455,219,-449,538,5273.476,-6235.816,-13725.794,-3652.815,,,,,2018-06-15 17:43:38.787
76.918121,-9,1431,1407,151,-442,578,5289.485,-6341.884,-13661.174,-3689.121,481,158,463,,2018-06-15 17:43:38.807
76.938141,31,1428,1402,135,-414,605,5308.845,-6448.896,-13594.788,-3720.899,,,,,2018-06-15 17:43:38.827
76.95816,87,1445,1468,155,-398,624,5329.974,-6557.69,-13525.847,-3751.663,,,,,2018-06-15 17:43:38.847
76.978119,123,1467,1529,153,-399,640,5350.071,-6669.487,-13455.242,-3779.759,,,,,2018-06-15 17:43:38.867
76.998077,164,1447,1495,140,-400,663,5366.828,-6786.066,-13382.848,-3805.426,,,,,2018-06-15 17:43:38.887
77.018097,147,1428,1442,116,-413,689,5381.745,-6906.601,-13307.363,-3832.127,491,163,456,,2018-06-15 17:43:38.907
77.038086,125,1419,1487,122,-434,704,5397.938,-7025.75,-13229.303,-3862.908,,,,,2018-06-15 17:43:38.927
77.058075,124,1477,1519,151,-445,687,5415.923,-7138.902,-13151.223,-3896.745,,,,,2018-06-15 17:43:38.947
77.078064,137,1470,1519,177,-440,651,5435.462,-7245.215,-13073.996,-3933.023,,,,,2018-06-15 17:43:38.967
77.098053,104,1448,1433,182,-431,615,5452.358,-7344.94,-12999.966,-3969.881,,,,,2018-06-15 17:43:38.987
77.118042,85,1424,1441,188,-422,568,5474.692,-7433.671,-12927.178,-4011.457,519,179,448,,2018-06-15 17:43:39.007
77.138031,82,1454,1431,255,-405,513,5503.891,-7510.53,-12855.627,-4058.005,,,,,2018-06-15 17:43:39.027
77.15802,107,1481,1458,299,-383,456,5537.526,-7577.011,-12786.599,-4106.461,,,,,2018-06-15 17:43:39.047
77.178009,86,1474,1436,336,-353,411,5574.332,-7635.001,-12719.792,-4156.428,,,,,2018-06-15 17:43:39.067
77.197998,119,1514,1418,354,-333,367,5612.446,-7684.475,-12656.621,-4206.502,,,,,2018-06-15 17:43:39.087
77.217987,94,1505,1423,362,-306,323,5652.534,-7727.293,-12596.431,-4254.781,509,154,445,,2018-06-15 17:43:39.107
77.237976,76,1496,1371,369,-277,297,5692.002,-7765.198,-12539.366,-4301.458,,,,,2018-06-15 17:43:39.127
77.257965,79,1528,1350,362,-256,267,5733.101,-7796.928,-12485.219,-4346.745,,,,,2018-06-15 17:43:39.147
77.277954,60,1543,1338,369,-226,238,5774.192,-7823.065,-12434.721,-4389.933,,,,,2018-06-15 17:43:39.167
77.297943,81,1544,1326,362,-203,207,5814.915,-7842.814,-12388.382,-4431.754,,,,,2018-06-15 17:43:39.187
77.317963,73,1561,1258,358,-177,170,5855.364,-7857.301,-12345.799,-4471.487,527,160,435,,2018-06-15 17:43:39.207
77.337921,60,1575,1224,350,-153,143,5896.375,-7866.432,-12306.023,-4511.014,527,160,435,39437,2018-06-15 17:43:39.227
77.357941,58,1615,1222,359,-138,114,5938.508,-7870.444,-12268.55,-4550.642,,,,,2018-06-15 17:43:39.247
77.37793,26,1642,1234,359,-120,88,5978.419,-7870.243,-12235.428,-4587.755,,,,,2018-06-15 17:43:39.267
77.397919,77,1640,1238,334,-97,56,6016.445,-7865.828,-12206.708,-4621.997,,,,,2018-06-15 17:43:39.287
77.417908,108,1666,1239,320,-74,34,6053.05,-7860.089,-12180.913,-4651.92,521,159,420,,2018-06-15 17:43:39.307
77.437897,103,1669,1238,296,-59,33,6087.861,-7855.047,-12156.762,-4678.115,,,,,2018-06-15 17:43:39.327
77.457886,97,1658,1198,272,-48,36,6122.292,-7849.703,-12133.912,-4701.417,,,,,2018-06-15 17:43:39.347
77.477875,62,1673,1181,268,-30,37,6157.204,-7842.657,-12112.983,-4721.507,,,,,2018-06-15 17:43:39.367
77.497864,0,1680,1174,256,-5,28,6191.528,-7830.861,-12096.821,-4737.611,,,,,2018-06-15 17:43:39.387
77.517853,-23,1711,1205,240,35,-5,6225.228,-7811.098,-12088.115,-4748.284,523,170,423,,2018-06-15 17:43:39.407
77.537842,7,1719,1185,216,93,-51,6257.085,-7783.038,-12088.263,-4752.108,,,,,2018-06-15 17:43:39.427
77.557831,62,1721,1180,178,150,-98,6286.283,-7748.924,-12096.482,-4748.406,,,,,2018-06-15 17:43:39.447
77.57782,100,1711,1162,139,196,-126,6313.694,-7712.252,-12109.646,-4738.178,,,,,2018-06-15 17:43:39.467
77.597809,119,1708,1192,114,223,-133,6340.055,-7675.632,-12124.528,-4724.365,,,,,2018-06-15 17:43:39.487
77.617828,122,1699,1141,95,233,-127,6362.739,-7641.434,-12141.279,-4706.25,540,172,409,,2018-06-15 17:43:39.507
77.637817,90,1732,1116,53,236,-119,6382.628,-7608.798,-12159.405,-4685.353,,,,,2018-06-15 17:43:39.527
77.657806,7,1702,1159,42,238,-118,6400.564,-7574.728,-12179.001,-4665.15,,,,,2018-06-15 17:43:39.547
77.677795,61,1689,1108,25,238,-139,6414.052,-7536.317,-12203.579,-4644.562,,,,,2018-06-15 17:43:39.567
77.697754,131,1707,1108,13,253,-181,6428.925,-7494.223,-12229.199,-4624.68,,,,,2018-06-15 17:43:39.587
77.717773,156,1723,1123,27,251,-185,6443.035,-7455.309,-12252.439,-4606.39,529,186,406,,2018-06-15 17:43:39.607
77.737732,149,1719,1132,19,224,-165,6454.674,-7422.065,-12272.952,-4589.141,,,,,2018-06-15 17:43:39.627
77.757751,84,1682,1139,9,194,-139,6463.233,-7393.794,-12291.541,-4572.95,,,,,2018-06-15 17:43:39.647
77.77774,75,1695,1176,-4,169,-126,6469.345,-7366.864,-12309.988,-4558.126,,,,,2018-06-15 17:43:39.667
77.797729,90,1695,1250,-14,162,-132,6470.279,-7339.417,-12331.882,-4541.867,,,,,2018-06-15 17:43:39.687
77.817718,106,1673,1223,-61,166,-153,6463.377,-7311.515,-12359.517,-4521.535,532,170,398,,2018-06-15 17:43:39.707
77.837707,103,1693,1140,-113,173,-170,6451.902,-7283.983,-12390.234,-4498.231,532,170,398,39419,2018-06-15 17:43:39.727
77.857696,92,1671,1193,-140,177,-173,6439.977,-7255.494,-12421.798,-4474.246,,,,,2018-06-15 17:43:39.747
77.877685,113,1694,1161,-135,182,-181,6428.844,-7224.577,-12454.036,-4450.601,,,,,2018-06-15 17:43:39.767
77.897674,97,1646,1165,-126,189,-195,6419.442,-7191.516,-12486.151,-4427.677,,,,,2018-06-15 17:43:39.787
77.917663,56,1665,1161,-112,191,-200,6412.418,-7156.837,-12516.735,-4407.646,531,176,394,,2018-06-15 17:43:39.807
77.937652,20,1677,1234,-75,186,-207,6411.245,-7117.099,-12545.614,-4391.564,,,,,2018-06-15 17:43:39.827
77.957641,40,1700,1361,-32,204,-227,6413.025,-7072.043,-12576.02,-4374.752,,,,,2018-06-15 17:43:39.847
77.977661,91,1661,1248,-40,226,-246,6410.323,-7027.226,-12610.104,-4352.764,,,,,2018-06-15 17:43:39.867
77.997619,103,1639,1243,-78,235,-239,6407.12,-6985.556,-12642.529,-4330.438,,,,,2018-06-15 17:43:39.887
78.017639,134,1614,1257,-65,217,-221,6407.018,-6946.983,-12670.603,-4310.544,525,175,391,,2018-06-15 17:43:39.907
78.037598,121,1640,1225,-41,200,-195,6410.427,-6912.168,-12693.608,-4293.728,,,,,2018-06-15 17:43:39.927
78.057587,115,1594,1205,-8,177,-169,6418.105,-6880.109,-12711.36,-4281.213,,,,,2018-06-15 17:43:39.947
78.077606,129,1640,1175,33,156,-148,6431.088,-6850.367,-12723.642,-4272.929,,,,,2018-06-15 17:43:39.967
78.097565,142,1635,1163,72,137,-125,6449.048,-6823.816,-12730.232,-4268.716,,,,,2018-06-15 17:43:39.987
78.117584,112,1620,1198,110,115,-100,6470.373,-6801.231,-12731.695,-4268.126,523,185,405,,2018-06-15 17:43:40.007
78.137573,61,1642,1168,135,89,-73,6493.672,-6782.091,-12728.96,-4271.355,,,,,2018-06-15 17:43:40.027
78.157562,47,1680,1220,156,68,-62,6516.2,-6761.918,-12726.105,-4277.533,,,,,2018-06-15 17:43:40.047
78.177612,125,1685,1244,154,64,-78,6536.576,-6739.842,-12726.011,-4281.562,,,,,2018-06-15 17:43:40.067
78.19754,155,1691,1182,119,80,-87,6550.638,-6722.048,-12729.402,-4277.965,,,,,2018-06-15 17:43:40.087
78.217529,212,1677,1172,59,88,-55,6563.011,-6711.73,-12730.815,-4270.989,519,188,389,,2018-06-15 17:43:40.107
78.237518,146,1673,1143,55,70,-10,6578.353,-6708.447,-12726.495,-4265.415,,,,,2018-06-15 17:43:40.127
78.257507,67,1684,1136,83,44,29,6596.749,-6706.919,-12718.655,-4262.792,,,,,2018-06-15 17:43:40.147
78.277496,24,1697,1109,102,39,33,6617.369,-6700.952,-12711.281,-4262.208,,,,,2018-06-15 17:43:40.166
78.297485,87,1717,1161,123,53,2,6638.191,-6688.565,-12707.076,-4261.825,,,,,2018-06-15 17:43:40.186
78.317505,122,1725,1162,115,78,-32,6655.607,-6674.238,-12706.989,-4257.38,514,183,392,,2018-06-15 17:43:40.207
78.337494,145,1698,1153,72,90,-36,6667.482,-6662.977,-12709.454,-4249.074,514,183,392,39415,2018-06-15 17:43:40.226
78.357483,121,1698,1156,35,88,-25,6676.773,-6653.88,-12712.7,-4239.016,,,,,2018-06-15 17:43:40.246
78.377472,120,1681,1134,23,84,-22,6683.881,-6644.688,-12717.318,-4228.369,,,,,2018-06-15 17:43:40.266
78.397461,127,1687,1147,7,86,-31,6690.485,-6633.411,-12723.066,-4218.327,,,,,2018-06-15 17:43:40.286
78.417419,152,1666,1143,12,89,-46,6697.537,-6620.776,-12729.123,-4208.704,515,189,381,,2018-06-15 17:43:40.306
78.437439,111,1706,1126,20,90,-48,6708.525,-6607.253,-12732.919,-4200.964,,,,,2018-06-15 17:43:40.326
78.457428,98,1696,1145,57,89,-45,6722.786,-6591.136,-12735.421,-4195.899,,,,,2018-06-15 17:43:40.346
78.477417,107,1708,1159,78,95,-62,6737.747,-6570.025,-12740.184,-4190.545,,,,,2018-06-15 17:43:40.366
78.497406,146,1721,1148,73,119,-89,6751.866,-6546.053,-12747.502,-4183.077,,,,,2018-06-15 17:43:40.386
78.517395,142,1717,1141,58,128,-97,6763.978,-6523.456,-12755.478,-4174.486,520,182,388,,2018-06-15 17:43:40.406
78.537384,132,1720,1132,48,121,-90,6775.259,-6503.191,-12762.673,-4165.811,,,,,2018-06-15 17:43:40.426
78.557373,143,1726,1136,41,112,-79,6785.055,-6484.942,-12769.61,-4157.046,,,,,2018-06-15 17:43:40.446
78.577362,144,1711,1130,33,104,-70,6793.938,-6468.825,-12775.795,-4148.639,,,,,2018-06-15 17:43:40.466
78.597351,166,1714,1081,31,92,-61,6803.245,-6454.773,-12779.734,-4143.139,,,,,2018-06-15 17:43:40.486
78.61734,151,1721,1060,49,70,-54,6815.699,-6443.333,-12779.192,-4142.148,515,185,379,,2018-06-15 17:43:40.506
78.637329,154,1760,1137,83,38,-36,6829.363,-6434.552,-12775.052,-4146.062,,,,,2018-06-15 17:43:40.526
78.657318,152,1778,1176,92,11,-28,6840.719,-6429.557,-12769.856,-4151.092,,,,,2018-06-15 17:43:40.546
78.677307,143,1732,1135,71,-7,-13,6845.117,-6430.521,-12766.015,-4154.163,,,,,2018-06-15 17:43:40.566
78.697327,162,1716,1054,14,-24,8,6844.436,-6435.52,-12763.269,-4155.98,,,,,2018-06-15 17:43:40.586
78.717285,127,1733,1115,-1,-37,15,6844.193,-6442.268,-12758.856,-4159.474,519,193,378,,2018-06-15 17:43:40.606
78.737305,143,1710,1115,12,-51,23,6843.952,-6450.296,-12753.09,-4165.107,,,,,2018-06-15 17:43:40.626
78.757263,137,1707,1105,16,-64,26,6844.059,-6459.8,-12745.704,-4172.805,,,,,2018-06-15 17:43:40.646
78.777283,130,1727,1110,25,-79,34,6843.725,-6471.154,-12737.125,-4181.946,,,,,2018-06-15 17:43:40.666
78.797241,119,1749,1102,19,-93,39,6841.785,-6483.664,-12728.476,-4192.065,,,,,2018-06-15 17:43:40.686
78.817261,117,1738,1108,17,-98,38,6840.624,-6495.702,-12719.296,-4203.173,511,185,367,,2018-06-15 17:43:40.706
78.83725,125,1747,1121,26,-99,35,6839.859,-6507.493,-12710.362,-4213.193,511,185,367,39421,2018-06-15 17:43:40.726
78.857239,155,1750,1120,23,-90,41,6839.464,-6521.054,-12701.203,-4220.481,,,,,2018-06-15 17:43:40.746
